CustomerID,Recency,Frequency,Monetary_GBP,Monetary_PKR,Cluster,Customer_Segment
12665,325,1,63.0,22680.0,0,Low-Value / At Risk
12667,58,1,620.13,223246.8,1,Regular Customer
12668,12,4,3807.15,1370574.0,1,Regular Customer
12669,151,3,2744.0299999999997,987850.7999999999,0,Low-Value / At Risk
12670,10,5,2996.05,1078578.0,1,Regular Customer
12672,330,1,225.9,81324.0,0,Low-Value / At Risk
12673,5,2,610.52,219787.19999999998,1,Regular Customer
12674,39,4,1970.6,709416.0,1,Regular Customer
12676,25,6,1331.39,479300.4,1,Regular Customer
12678,42,12,17628.46,6346245.6,1,Regular Customer
12679,59,4,1113.02,400687.2,1,Regular Customer
12680,1,4,862.81,310611.6,1,Regular Customer
12681,15,22,13787.54,4963514.4,1,Regular Customer
12682,4,31,12288.22,4423759.2,1,Regular Customer
12683,4,15,8476.57,3051565.1999999997,1,Regular Customer
12684,8,7,2283.63,822106.8,1,Regular Customer
12685,28,6,2863.08,1030708.7999999999,1,Regular Customer
12686,372,1,89.14,32090.4,0,Low-Value / At Risk
12688,114,1,4873.81,1754571.6,1,Regular Customer
12689,26,2,1247.6100000000001,449139.60000000003,1,Regular Customer
12690,206,1,389.01,140043.6,0,Low-Value / At Risk
12691,28,6,1035.8,372888.0,1,Regular Customer
12693,127,4,855.91,308127.6,1,Regular Customer
12694,70,2,869.67,313081.2,1,Regular Customer
12695,7,4,582.1,209556.0,1,Regular Customer
12697,29,3,957.59,344732.4,1,Regular Customer
12700,8,4,4939.99,1778396.4,1,Regular Customer
12701,80,2,797.71,287175.60000000003,1,Regular Customer
12702,20,1,219.0,78840.0,1,Regular Customer
12703,71,1,283.55,102078.0,1,Regular Customer
12704,7,8,2340.84,842702.4,1,Regular Customer
12705,15,9,6868.29,2472584.4,1,Regular Customer
12707,292,1,603.42,217231.19999999998,0,Low-Value / At Risk
12708,30,10,2712.91,976647.6,1,Regular Customer
12709,15,15,9736.52,3505147.2,1,Regular Customer
12710,97,3,1149.02,413647.2,1,Regular Customer
12712,29,13,4396.13,1582606.8,1,Regular Customer
12713,1,1,848.55,305478.0,1,Regular Customer
12714,9,5,4708.86,1695189.5999999999,1,Regular Customer
12715,106,1,353.86,127389.6,1,Regular Customer
12716,4,2,1053.49,379256.4,1,Regular Customer
12717,151,2,1030.98,371152.8,0,Low-Value / At Risk
12718,71,1,238.25,85770.0,1,Regular Customer
12719,5,2,644.95,232182.00000000003,1,Regular Customer
12720,3,25,5781.7300000000005,2081422.8000000003,1,Regular Customer
12721,32,6,2656.13,956206.8,1,Regular Customer
12722,85,4,997.63,359146.8,1,Regular Customer
12723,4,5,725.07,261025.2,1,Regular Customer
12724,5,4,1031.41,371307.60000000003,1,Regular Customer
12725,371,1,427.8,154008.0,0,Low-Value / At Risk
12726,28,7,2609.1,939276.0,1,Regular Customer
12727,11,7,3980.7000000000003,1433052.0,1,Regular Customer
12728,71,4,836.33,301078.8,1,Regular Customer
12729,114,1,453.01,163083.6,1,Regular Customer
12731,24,12,18895.91,6802527.6,1,Regular Customer
12732,180,1,236.26000000000002,85053.6,0,Low-Value / At Risk
12733,234,1,383.95,138222.0,0,Low-Value / At Risk
12734,353,1,110.39999999999999,39744.0,0,Low-Value / At Risk
12735,315,2,779.5699999999999,280645.19999999995,0,Low-Value / At Risk
12736,333,1,234.0,84240.0,0,Low-Value / At Risk
12738,372,1,155.35,55926.0,0,Low-Value / At Risk
12739,78,2,1013.04,364694.39999999997,1,Regular Customer
12740,64,1,427.6,153936.0,1,Regular Customer
12743,134,2,546.43,196714.8,1,Regular Customer
12744,52,7,21279.29,7660544.4,1,Regular Customer
12747,2,11,4196.01,1510563.6,1,Regular Customer
12748,1,209,33719.73,12139102.8,2,VIP Customer
12749,4,5,4090.88,1472716.8,1,Regular Customer
12750,129,1,275.88,99316.8,1,Regular Customer
12752,81,1,4366.78,1572040.7999999998,1,Regular Customer
12753,23,6,21429.39,7714580.399999999,1,Regular Customer
12754,236,3,3010.74,1083866.4,0,Low-Value / At Risk
12755,281,2,3811.9500000000003,1372302.0,0,Low-Value / At Risk
12756,87,1,112.08,40348.8,1,Regular Customer
12757,16,13,7857.1,2828556.0,1,Regular Customer
12758,117,2,2791.59,1004972.4,1,Regular Customer
12759,52,3,1531.44,551318.4,1,Regular Customer
12762,8,2,1898.52,683467.2,1,Regular Customer
12763,138,2,494.08,177868.8,1,Regular Customer
12764,317,1,1693.88,609796.8,0,Low-Value / At Risk
12766,4,7,6989.63,2516266.8,1,Regular Customer
12769,239,1,1143.6,411695.99999999994,0,Low-Value / At Risk
12770,211,1,1351.45,486522.0,0,Low-Value / At Risk
12772,60,1,892.47,321289.2,1,Regular Customer
12775,17,5,1386.04,498974.39999999997,1,Regular Customer
12778,20,6,822.23,296002.8,1,Regular Customer
12779,38,8,3981.36,1433289.6,1,Regular Customer
12781,64,2,826.74,297626.4,1,Regular Customer
12782,5,5,2330.92,839131.2000000001,1,Regular Customer
12783,2,6,2225.91,801327.6,1,Regular Customer
12784,9,2,574.42,206791.19999999998,1,Regular Customer
12785,364,1,311.95,112302.0,0,Low-Value / At Risk
12787,10,3,463.66,166917.6,1,Regular Customer
12789,65,1,91.85,33066.0,1,Regular Customer
12790,192,1,324.92,116971.20000000001,0,Low-Value / At Risk
12791,374,1,192.60000000000002,69336.00000000001,0,Low-Value / At Risk
12792,257,1,400.54,144194.4,0,Low-Value / At Risk
12793,335,2,545.48,196372.80000000002,0,Low-Value / At Risk
12794,53,2,860.41,309747.6,1,Regular Customer
12795,19,1,430.48,154972.80000000002,1,Regular Customer
12797,366,1,254.03,91450.8,0,Low-Value / At Risk
12798,10,3,6977.04,2511734.4,1,Regular Customer
12802,187,1,427.58,153928.8,0,Low-Value / At Risk
12808,37,3,483.65000000000003,174114.0,1,Regular Customer
12809,178,1,489.31,176151.6,0,Low-Value / At Risk
12811,261,3,514.85,185346.0,0,Low-Value / At Risk
12812,45,1,229.64000000000001,82670.40000000001,1,Regular Customer
12814,102,1,125.92,45331.2,1,Regular Customer
12815,148,2,1063.46,382845.60000000003,0,Low-Value / At Risk
12816,96,2,572.2,205992.00000000003,1,Regular Customer
12817,281,1,166.04000000000002,59774.40000000001,0,Low-Value / At Risk
12818,262,1,1542.08,555148.7999999999,0,Low-Value / At Risk
12820,3,4,942.34,339242.4,1,Regular Customer
12821,214,1,92.72,33379.2,0,Low-Value / At Risk
12822,71,2,948.88,341596.8,1,Regular Customer
12823,75,5,1759.5,633420.0,1,Regular Customer
12824,60,1,397.12,142963.2,1,Regular Customer
12826,3,7,1474.72,530899.2,1,Regular Customer
12827,6,3,430.15,154854.0,1,Regular Customer
12828,3,6,1018.71,366735.60000000003,1,Regular Customer
12829,337,2,293.0,105480.0,0,Low-Value / At Risk
12830,38,6,6814.64,2453270.4,1,Regular Customer
12831,262,1,215.05,77418.0,0,Low-Value / At Risk
12832,32,2,383.03000000000003,137890.80000000002,1,Regular Customer
12833,145,1,417.38,150256.8,0,Low-Value / At Risk
12834,283,1,312.38,112456.8,0,Low-Value / At Risk
12836,59,4,2612.86,940629.6000000001,1,Regular Customer
12837,173,1,134.1,48276.0,0,Low-Value / At Risk
12838,34,2,683.13,245926.8,1,Regular Customer
12839,3,14,5591.42,2012911.2,1,Regular Customer
12840,144,4,2726.77,981637.2,1,Regular Customer
12841,5,25,4022.35,1448046.0,1,Regular Customer
12842,70,2,1118.99,402836.4,1,Regular Customer
12843,66,8,1702.26,612813.6,1,Regular Customer
12844,29,2,325.96000000000004,117345.6,1,Regular Customer
12845,267,4,354.09000000000003,127472.40000000001,0,Low-Value / At Risk
12847,22,1,871.54,313754.39999999997,1,Regular Customer
12849,31,2,1050.89,378320.4,1,Regular Customer
12851,97,1,135.18,48664.8,1,Regular Customer
12852,295,1,311.55,112158.0,0,Low-Value / At Risk
12853,135,6,1957.1000000000001,704556.0,1,Regular Customer
12854,79,3,1324.5,476820.0,1,Regular Customer
12855,373,1,38.1,13716.0,0,Low-Value / At Risk
12856,8,6,2179.93,784774.7999999999,1,Regular Customer
12857,211,2,1106.4,398304.00000000006,0,Low-Value / At Risk
12863,52,1,521.2,187632.00000000003,1,Regular Customer
12864,138,1,147.12,52963.200000000004,1,Regular Customer
12865,26,2,1568.23,564562.8,1,Regular Customer
12866,283,1,559.12,201283.2,0,Low-Value / At Risk
12867,26,7,4036.82,1453255.2,1,Regular Customer
12868,186,6,1607.0600000000002,578541.6000000001,0,Low-Value / At Risk
12871,84,2,380.64,137030.4,1,Regular Customer
12872,327,2,599.97,215989.2,0,Low-Value / At Risk
12873,282,1,374.0,134640.0,0,Low-Value / At Risk
12875,143,2,343.2300000000001,123562.80000000003,0,Low-Value / At Risk
12876,58,2,2218.02,798487.2,1,Regular Customer
12877,4,12,1535.77,552877.2,1,Regular Customer
12878,236,2,854.99,307796.4,0,Low-Value / At Risk
12879,45,3,573.22,206359.2,1,Regular Customer
12881,276,1,298.0,107280.0,0,Low-Value / At Risk
12882,9,2,1463.04,526694.4,1,Regular Customer
12883,25,4,703.47,253249.2,1,Regular Customer
12884,88,1,309.05,111258.0,1,Regular Customer
12885,63,3,1175.22,423079.2,1,Regular Customer
12886,68,2,1378.4,496224.00000000006,1,Regular Customer
12888,214,2,354.12,127483.2,0,Low-Value / At Risk
12890,24,1,380.46999999999997,136969.19999999998,1,Regular Customer
12891,186,3,331.0,119160.0,0,Low-Value / At Risk
12893,31,1,188.14,67730.4,1,Regular Customer
12895,42,2,372.8,134208.0,1,Regular Customer
12897,205,2,216.5,77940.0,0,Low-Value / At Risk
12901,9,28,17654.54,6355634.4,1,Regular Customer
12902,265,1,138.68,49924.8,0,Low-Value / At Risk
12904,18,2,509.58,183448.8,1,Regular Customer
12906,12,5,2919.81,1051131.6,1,Regular Customer
12908,176,2,750.0,270000.0,0,Low-Value / At Risk
12909,40,5,2178.67,784321.2000000001,1,Regular Customer
12910,23,8,3075.04,1107014.4,1,Regular Customer
12912,3,5,1662.3,598428.0,1,Regular Customer
12913,5,5,2483.63,894106.8,1,Regular Customer
12915,149,2,363.65,130913.99999999999,0,Low-Value / At Risk
12916,139,4,3006.15,1082214.0,1,Regular Customer
12917,128,1,594.0,213840.0,1,Regular Customer
12919,8,6,1335.19,480668.4,1,Regular Customer
12920,17,1,164.23,59122.799999999996,1,Regular Customer
12921,9,37,16587.09,5971352.4,1,Regular Customer
12922,161,1,405.38,145936.8,0,Low-Value / At Risk
12923,64,1,176.97,63709.2,1,Regular Customer
12924,88,4,933.7,336132.0,1,Regular Customer
12925,5,2,694.05,249857.99999999997,1,Regular Customer
12928,35,5,2062.7,742571.9999999999,1,Regular Customer
12929,312,1,117.85,42426.0,0,Low-Value / At Risk
12930,78,2,415.8,149688.0,1,Regular Customer
12931,22,15,42055.96,15140145.6,1,Regular Customer
12933,24,3,607.53,218710.8,1,Regular Customer
12935,2,7,2160.7,777851.9999999999,1,Regular Customer
12936,17,4,1063.9,383004.00000000006,1,Regular Customer
12937,15,4,1504.27,541537.2,1,Regular Customer
12938,26,1,114.14,41090.4,1,Regular Customer
12939,64,8,11581.8,4169447.9999999995,1,Regular Customer
12940,55,2,913.54,328874.39999999997,1,Regular Customer
12942,131,3,683.9,246204.0,1,Regular Customer
12944,36,2,604.51,217623.6,1,Regular Customer
12945,288,1,462.95,166662.0,0,Low-Value / At Risk
12947,144,6,1603.99,577436.4,1,Regular Customer
12948,16,7,2064.95,743381.9999999999,1,Regular Customer
12949,31,8,4167.22,1500199.2000000002,1,Regular Customer
12950,2,3,1843.0,663480.0,1,Regular Customer
12951,9,6,1064.07,383065.19999999995,1,Regular Customer
12952,6,4,1387.79,499604.39999999997,1,Regular Customer
12953,10,1,329.85,118746.00000000001,1,Regular Customer
12955,1,11,4757.16,1712577.5999999999,1,Regular Customer
12956,306,1,108.07,38905.2,0,Low-Value / At Risk
12957,10,8,4017.54,1446314.4,1,Regular Customer
12962,7,2,266.39,95900.4,1,Regular Customer
12963,8,8,1856.63,668386.8,1,Regular Customer
12965,89,1,771.91,277887.6,1,Regular Customer
12966,10,1,160.18,57664.8,1,Regular Customer
12967,358,2,1660.9,597924.0,0,Low-Value / At Risk
12968,112,1,135.95,48941.99999999999,1,Regular Customer
12970,7,4,452.24,162806.4,1,Regular Customer
12971,4,86,11189.91,4028367.6,2,VIP Customer
12974,198,1,144.8,52128.00000000001,0,Low-Value / At Risk
12976,212,1,738.6,265896.0,0,Low-Value / At Risk
12977,156,1,39.239999999999995,14126.399999999998,0,Low-Value / At Risk
12980,158,9,7374.900000000001,2654964.0,1,Regular Customer
12981,30,2,372.21999999999997,133999.19999999998,1,Regular Customer
12982,243,1,390.54,140594.4,0,Low-Value / At Risk
12984,19,1,97.5,35100.0,1,Regular Customer
12985,1,2,1239.38,446176.80000000005,1,Regular Customer
12987,74,2,558.7,201132.00000000003,1,Regular Customer
12988,292,1,535.32,192715.2,0,Low-Value / At Risk
12989,3,15,6924.11,2492679.6,1,Regular Customer
12990,31,3,409.5,147420.0,1,Regular Customer
12991,23,2,503.76,181353.6,1,Regular Customer
